2025/04/08 15:00:00; off2025-06-19 20:41:24;MODERATE
2025-06-19 20:41:40;MODERATE
2025-06-19 20:41:55;MODERATE
2025-06-19 20:42:10;MODERATE
2025-06-19 20:42:25;MODERATE
2025-06-19 20:42:40;HOT
2025-06-19 20:42:56;HOT
2025-06-19 20:43:11;HOT
2025-06-19 20:43:26;HOT
2025-06-19 21:31:36;HOT
2025-06-19 21:31:52;HOT
2025-06-19 21:32:07;HOT
2025-06-19 21:32:22;HOT
2025-06-19 21:32:38;HOT
2025-06-19 21:32:54;HOT
2025-06-19 21:33:09;HOT
2025-06-19 21:33:24;HOT
2025-06-19 21:33:39;HOT
2025-06-19 21:33:54;HOT
2025-06-19 21:34:10;HOT
2025-06-19 21:34:25;HOT
2025-06-19 21:34:41;HOT
2025-06-19 21:34:56;HOT
2025-06-19 21:35:11;HOT
2025-06-19 21:35:26;HOT
2025-06-19 21:35:41;HOT
2025-06-19 21:35:58;HOT
2025-06-19 21:36:15;HOT
2025-06-19 21:36:32;HOT
2025-06-19 21:36:49;HOT
2025-06-19 21:37:06;HOT
2025-06-19 21:37:23;HOT
2025-06-19 21:37:40;HOT
2025-06-19 21:37:57;HOT
2025-06-19 21:38:14;HOT
2025-06-19 21:38:30;HOT
2025-06-19 21:38:47;HOT
2025-06-19 21:39:03;HOT
2025-06-19 21:39:20;HOT
2025-06-19 21:39:37;HOT
2025-06-19 21:39:54;HOT
2025-06-19 21:40:11;HOT
2025-06-19 21:40:28;HOT
2025-06-19 21:40:45;HOT
2025-06-19 21:41:01;HOT
2025-06-19 21:41:18;HOT
2025-06-19 21:41:35;HOT
2025-06-19 21:41:52;HOT
2025-06-19 21:42:09;HOT
2025-06-19 21:54:07;ON
2025-06-19 21:54:14;OFF
2025-06-19 22:33:20;ON
